,Unnamed: 0,ID,Age,Overall,Potential,Special,International Reputation,Weak Foot,Skill Moves,Jersey Number,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
Vision,-0.4902956087405828,-0.215170270038587,0.18742239937491612,0.49889376459916107,0.3481414901637652,0.7619918290938729,0.284600287860773,0.3378966551787295,0.6740570762738384,-0.07804966002310497,0.6849484643561339,0.6972900050211653,0.27567296618289033,0.7135235945258367,0.6994705135702618,0.7301496426564891,0.7447743298118997,0.7171734363075677,0.6981992860164943,0.7184112072423382,0.4615516149348925,0.4295544399692457,0.5973273568689416,0.5025363623481824,0.49162605959562367,0.680335350251209,0.05993071271781255,0.4723354170514297,-0.046929157314662545,0.7537012346166976,0.30008284489971204,0.18309635690211135,0.7343673122839497,1.0,0.6329274422999173,0.6362802881185943,0.17676036386355218,0.14646029115458267,0.11322764574705806,-0.38189867910818126,-0.37780704013069677,-0.3747370484398745,-0.375774820913992,-0.3811583259121408
Penalties,-0.3378986409175497,-0.1406565006378122,0.13953512720922218,0.34142867018654643,0.224281038393426,0.7345325489229523,0.21862037266125903,0.33025214377722034,0.6904337547942752,-0.028022947978412142,0.6458052494966305,0.8378270334761926,0.551978257461549,0.6760627318414164,0.8292574676153487,0.769593834087306,0.7518332232786468,0.7344396941990389,0.5422465202957764,0.7697912642253598,0.5329082104378551,0.5210705486862509,0.5661745342292812,0.3461428550544106,0.48279439538617774,0.7952198063114417,0.1332936863711468,0.5164255154463357,0.05449135774199964,0.8124463040791984,0.33608898212997296,0.11083425414289583,0.8012682082474217,0.6329274422999173,1.0,0.551801295835477,0.1522962462153398,0.10191951935027463,0.06669291866506066,-0.6200693433467096,-0.618967525524849,-0.6140061692049935,-0.617073713703028,-0.6190991717734823
Composure,-0.7161730171295829,-0.3844726920165101,0.3910231509797055,0.7276551849626027,0.4400079509405521,0.7523310634829438,0.3927869498391493,0.27813193987832563,0.5868355847838479,-0.16752260755777212,0.5754457477283094,0.5334140039925032,0.5072084464513553,0.6851374748489472,0.5952805993754838,0.597497652537628,0.6165319401053518,0.585120175172933,0.6457970886430355,0.6748810117699998,0.34742705874662755,0.3516069925894824,0.43251054099199876,0.6855577734956406,0.31076317868999775,0.6344954829048206,0.25235303855182295,0.5231121499446336,0.28052185050576034,0.6161017214031702,0.515776313247873,0.39744970670816043,0.5804982626656497,0.6362802881185943,0.551801295835477,1.0,0.38408057672393847,0.35172563091008613,0.31749242843082054,-0.37874956448505287,-0.37571987506364385,-0.3748970520136729,-0.37023433541826745,-0.3776259143227386
Marking,-0.28082922323278736,-0.11019789510632934,0.14281661169106702,0.286505099093831,0.1628012337237287,0.5618660326793872,0.1152077096579806,0.06567322841899302,0.24142797378612235,-0.14247357348333192,0.44310106060642845,0.024218108617549142,0.583123202547219,0.5595762266952206,0.12091867741318062,0.33607169257749536,0.2895293835799789,0.29797558360344395,0.5871057417138692,0.4527053875655329,0.1953694357604539,0.21257529473868214,0.16712218465176565,0.28360744382880804,0.1786954570481429,0.29694385496641307,0.2791959694940526,0.5877822773247579,0.33333355519507574,0.2155104009632847,0.7239608814422643,0.888348895834679,0.2025974856210557,0.17676036386355218,0.1522962462153398,0.38408057672393847,1.0,0.9065411616463321,0.8959080346001569,-0.5509778498272064,-0.5522631998873918,-0.5494980554846602,-0.5466697224582616,-0.5512902699486645
StandingTackle,-0.24856358715599913,-0.08592928831294666,0.11974481673540342,0.2526287538875043,0.1435643435385524,0.538802404155538,0.09284566928967482,0.04264638690739743,0.21051683340761151,-0.13328509677630535,0.4289625608021444,-0.03302345596841945,0.5610630661523414,0.5411309541177075,0.0727881777594192,0.3012506779132976,0.26148071659071587,0.27915308669382694,0.5874296717988937,0.41756627099398036,0.16299972411013522,0.17821416769368706,0.12920428757336158,0.2553989875461641,0.15404463934941973,0.25640275151998215,0.2606450294039639,0.5700554492257949,0.3321589899254837,0.17233138462471145,0.7442164836735252,0.941470723064946,0.15806042528913422,0.14646029115458267,0.10191951935027463,0.35172563091008613,0.9065411616463321,1.0,0.9746589330476965,-0.5309889254645607,-0.5321604989356163,-0.5310920319287517,-0.5277923362628841,-0.531474469641544
SlidingTackle,-0.2200336384860384,-0.06840873942341395,0.10308892777199735,0.22281120957356318,0.1289798044592605,0.5069676988522447,0.07917615098436791,0.026105356382423422,0.17860668242517785,-0.12461008884668535,0.4099607849897787,-0.0718107745612732,0.5336429458154095,0.5086437556696074,0.03545721757266612,0.2739629018355179,0.23286879909772934,0.24790291871949585,0.5622302924620488,0.3848018408683155,0.1575652056774425,0.17198008347990515,0.11668630122394842,0.22835468189011832,0.15246969137325295,0.2202368850356385,0.26026115259061866,0.5447015747535185,0.30484869750381366,0.13360278185209917,0.7213838332650093,0.9282822462599034,0.12422839652598727,0.11322764574705806,0.06669291866506066,0.31749242843082054,0.8959080346001569,0.9746589330476965,1.0,-0.509336613516568,-0.5105909901299275,-0.509378151411265,-0.5057916167263055,-0.5094249416008984
GKDiving,0.027756937480370312,-0.105593829219527,0.10127664581526438,-0.02593651220254639,-0.053445770376030405,-0.6746365926840878,0.004526174491416519,-0.2319054980924005,-0.6216748578644741,0.004807022770710326,-0.6630526702303422,-0.5887520632749204,-0.7504174869908944,-0.7297847001565365,-0.5908082827127473,-0.7546250789378403,-0.60628623111018,-0.5566049544039239,-0.5968203215152638,-0.7884438816622013,-0.5930078599162307,-0.5976767753312434,-0.5277560518976923,-0.06296748103778668,-0.5047268787529096,-0.6541168980817059,-0.19269995723892286,-0.7014667583258164,-0.11101198571318037,-0.6123814510953268,-0.575842782991821,-0.4855852720333636,-0.6794803589024528,-0.38189867910818126,-0.6200693433467096,-0.37874956448505287,-0.5509778498272064,-0.5309889254645607,-0.509336613516568,1.0,0.9702800546874372,0.9656846572444264,0.9698641702275832,0.9733202965935353
GKHandling,0.027025708276451815,-0.11114856193107459,0.10641935983347317,-0.02506180154430757,-0.05467191564692329,-0.6736245866269828,0.003942256485312546,-0.23309783370567058,-0.6197549227629118,0.0015434727586322247,-0.6601928797201844,-0.5871447259216953,-0.7498882509325373,-0.728023712684207,-0.58866810319572,-0.7531805004741862,-0.603141134422519,-0.5536435664013727,-0.5949991814728641,-0.7867965329433129,-0.5948661903815499,-0.599693983447603,-0.5284815058702229,-0.0619401584187968,-0.5061016657817339,-0.6540987178479732,-0.1936924730351271,-0.6985561098763516,-0.10965984342777799,-0.6107389739549333,-0.5761136588380473,-0.486323664701515,-0.6776990477548241,-0.37780704013069677,-0.618967525524849,-0.37571987506364385,-0.5522631998873918,-0.5321604989356163,-0.5105909901299275,0.9702800546874372,1.0,0.9652385107560071,0.9694079399203778,0.9702635083695034
GKKicking,0.03065367718801036,-0.10665181408343608,0.10496355262611928,-0.029372262925969384,-0.05906145830375179,-0.6702538394979393,0.0006511300720326101,-0.22939483843112307,-0.6169897410304058,0.0011619460847359653,-0.6597668593356157,-0.5832681857405025,-0.7464442756858387,-0.7243810328949508,-0.5849543043911719,-0.7498164767457265,-0.6002664744278706,-0.5499109233459921,-0.5914534100502971,-0.7834227421767437,-0.5921272935352184,-0.5973200801879665,-0.5271641369379353,-0.06592743152392025,-0.5039696056054991,-0.6494032492515691,-0.19528182532686753,-0.6967292196919505,-0.11025289998951342,-0.6059516641887992,-0.5736071292430575,-0.4853944073327488,-0.6743932455823626,-0.3747370484398745,-0.6140061692049935,-0.3748970520136729,-0.5494980554846602,-0.5310920319287517,-0.509378151411265,0.9656846572444264,0.9652385107560071,1.0,0.964336430759877,0.9663370066503548
GKPositioning,0.019842326857080667,-0.11825030607765669,0.1164021031092093,-0.01767433662801364,-0.05258876014800863,-0.6682722478168645,0.006903731152158767,-0.23129848692346694,-0.618853008720177,-0.0027356149826212855,-0.6601597416064336,-0.5848523928318677,-0.744442728195921,-0.7237821260395177,-0.586130952650527,-0.7513481189595849,-0.6035397511959475,-0.5526412133830537,-0.591560633939206,-0.7836069880174145,-0.5921432317820817,-0.5964976251806199,-0.5269825735177882,-0.05503083201597639,-0.5036519216325634,-0.6514089856914518,-0.18907857796550215,-0.6960734740962211,-0.10387804069138483,-0.6071999221021473,-0.5712006533795363,-0.48127886569383643,-0.6755691330586728,-0.375774820913992,-0.617073713703028,-0.37023433541826745,-0.5466697224582616,-0.5277923362628841,-0.5057916167263055,0.9698641702275832,0.9694079399203778,0.964336430759877,1.0,0.9701295902394059
GKReflexes,0.02561029419369343,-0.10577840452441425,0.10331257156048204,-0.02327574074737829,-0.05334082007361845,-0.6732375909218957,0.0034438514099426423,-0.23257401361973287,-0.6219252525851919,0.003254549440629233,-0.6625392610281056,-0.5869127812352944,-0.7488954879208545,-0.7287207518979082,-0.5886701122878629,-0.7543413067532821,-0.6049599918120984,-0.554919999408548,-0.5958869599474969,-0.7879388494579559,-0.5932014587559534,-0.5978373129957409,-0.5288990343882907,-0.05996099353263163,-0.5059736052796556,-0.6534754039217963,-0.19205017445033729,-0.699669701116477,-0.10749728870360775,-0.6100865524477581,-0.5751423887809537,-0.4860357825230651,-0.6785824937298868,-0.3811583259121408,-0.6190991717734823,-0.3776259143227386,-0.5512902699486645,-0.531474469641544,-0.5094249416008984,0.9733202965935353,0.9702635083695034,0.9663370066503548,0.9701295902394059,1.0
